MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Target,Xgrp
8.8467,17.0,7.608040201,1.040201005,2144.0,3.591289782,4.507,0.0
3.8214,36.0,5.897435897,1.012820513,690.0,2.948717949,2.109,0.0
3.2891,42.0,4.37755102,1.044217687,2377.0,4.042517007,2.379,0.0
4.1379,42.0,4.828767123,1.054794521,624.0,2.136986301,3.091,0.0
5.6094,24.0,6.290140845,0.977464789,1162.0,3.273239437,2.792,0.0
2.1829,15.0,5.122641509,1.073584906,1532.0,2.890566038,0.695,0.0
2.9871,52.0,3.724637681,1.046583851,2062.0,2.134575569,3.8,0.0
3.6917,35.0,6.047808765,1.111553785,857.0,3.414342629,1.975,0.0
3.5521,17.0,3.988839286,1.033482143,1671.0,3.729910714,1.515,0.0
3.6587,45.0,5.343839542,1.031518625,973.0,2.787965616,3.212,0.0
7.5953,38.0,6.05,0.966666667,502.0,2.788888889,4.348,0.0
5.3017,15.0,7.495305164,1.098591549,1303.0,3.058685446,2.026,0.0
3.358,9.0,4.65625,1.09375,297.0,1.85625,0.775,0.0
3.9856,52.0,3.454741379,1.049568966,727.0,1.566810345,5.00001,0.0
1.7961,35.0,4.081850534,1.03202847,818.0,2.911032028,1.117,0.0
4.2775,5.0,6.00733945,1.012844037,6780.0,3.110091743,1.387,0.0
6.1896,19.0,5.922981366,1.002484472,2199.0,2.731677019,3.311,0.0
5.2887,21.0,6.4,1.083076923,1040.0,3.2,2.645,0.0
9.2175,35.0,6.26873385,0.927648579,937.0,2.42118863,5.00001,0.0
4.3897,3.0,5.584053794,1.214217099,2363.0,2.269932757,3.413,0.0
3.2292,52.0,7.075313808,1.259414226,618.0,2.585774059,2.25,0.0
2.4196,41.0,6.807017544,1.233918129,476.0,2.783625731,0.707,0.0
5.4217,46.0,5.902027027,1.054054054,770.0,2.601351351,2.56,0.0
4.5699,36.0,5.598173516,0.96347032,711.0,3.246575342,1.708,0.0
1.2171,33.0,5.084033613,1.210084034,850.0,3.571428571,0.593,0.0
3.7917,40.0,4.959798995,1.030150754,1039.0,2.610552764,1.516,0.0
4.0221,16.0,4.676767677,1.161616162,451.0,2.277777778,1.733,0.0
6.6368,42.0,7.191176471,0.995098039,577.0,2.828431373,5.00001,0.0
7.7197,4.0,6.153846154,0.769230769,55.0,4.230769231,1.938,0.0
4.125,15.0,9.497607656,1.727272727,536.0,2.564593301,1.482,0.0
2.2419,16.0,5.653940887,1.113300493,1904.0,2.344827586,0.932,0.0
2.1797,26.0,5.617283951,1.154320988,1001.0,3.089506173,1.563,0.0
1.7375,52.0,4.812030075,1.056390977,523.0,1.966165414,1.222,0.0
1.7798,30.0,5.428057554,1.107913669,967.0,3.478417266,0.659,0.0
4.3658,4.0,6.799092677,1.099157485,10329.0,3.347051199,1.306,0.0
1.725,44.0,4.475409836,1.005464481,677.0,3.699453552,0.593,0.0
2.9883,41.0,4.538314176,1.042145594,1252.0,2.398467433,2.961,0.0
3.0526,37.0,4.068459658,0.980440098,1316.0,3.217603912,2.164,0.0
4.0139,26.0,5.779151943,1.051236749,2259.0,3.991166078,1.32,0.0
2.0077,20.0,4.305194805,1.0995671,1452.0,3.142857143,1.183,0.0
1.9848,38.0,3.828571429,1.133333333,1535.0,2.923809524,1.604,0.0
5.2649,26.0,6.887850467,1.07165109,1024.0,3.190031153,1.998,0.0
1.975,52.0,2.8,0.7,193.0,4.825,0.475,0.0
2.6136,28.0,3.778911565,1.020408163,526.0,1.789115646,3.833,0.0
2.7153,35.0,3.459283388,0.993485342,1026.0,3.342019544,2.655,0.0
3.9054,14.0,4.08839779,1.044198895,1681.0,1.857458564,2.0,0.0
4.245,17.0,5.797402597,0.966233766,1072.0,2.784415584,2.145,0.0
2.6684,50.0,3.544573643,1.03875969,1129.0,2.187984496,1.856,0.0
2.5536,31.0,4.071917808,1.010273973,891.0,3.051369863,0.505,0.0
3.1667,22.0,4.437751004,0.967871486,971.0,3.899598394,1.139,0.0
1.7016,27.0,2.819905213,1.227488152,1795.0,4.253554502,1.6,0.0
5.1155,34.0,5.432137285,0.957878315,2227.0,3.47425897,2.009,0.0
5.6407,39.0,5.351239669,0.987603306,566.0,2.338842975,3.264,0.0
1.6667,46.0,3.445901639,0.990163934,1435.0,4.704918033,1.336,0.0
1.9,16.0,4.975133215,1.090586146,1695.0,3.010657194,0.816,0.0
4.0455,33.0,5.069135802,1.032098765,1154.0,2.849382716,1.972,0.0
7.6059,27.0,7.146341463,1.048780488,917.0,3.195121951,3.237,0.0
5.6263,39.0,5.689280868,1.033921303,1833.0,2.487109905,3.521,0.0
3.2708,33.0,4.431906615,1.163424125,734.0,2.856031128,3.25,0.0
5.6402,17.0,6.262458472,0.970099668,771.0,2.561461794,2.286,0.0
1.4375,17.0,2.481481481,1.07977208,955.0,2.720797721,0.964,0.0
3.6359,33.0,5.728194726,1.060851927,1797.0,3.645030426,1.351,0.0
2.5517,52.0,5.845117845,1.205387205,638.0,2.148148148,1.471,0.0
3.5278,32.0,3.878524946,0.995661605,1131.0,2.453362256,1.661,0.0
1.7308,26.0,4.929471033,1.080604534,945.0,2.380352645,0.536,0.0
3.6607,38.0,4.766467066,0.952095808,679.0,4.065868263,1.104,0.0
1.7207,40.0,3.065681445,1.039408867,2223.0,3.650246305,1.051,0.0
4.5461,33.0,4.696132597,1.019337017,981.0,2.709944751,1.94,0.0
2.2411,20.0,3.83557047,1.161073826,578.0,1.939597315,1.518,0.0
1.6611,48.0,4.975247525,1.101485149,1208.0,2.99009901,0.958,0.0
3.6597,10.0,5.412935323,1.009950249,533.0,2.651741294,0.875,0.0
5.3649,32.0,6.399239544,1.038022814,719.0,2.733840304,2.436,0.0
2.1513,27.0,4.698550725,1.052173913,909.0,2.634782609,0.997,0.0
8.5621,23.0,7.329861111,1.0625,979.0,3.399305556,3.478,0.0
5.5592,31.0,6.284414107,1.039817975,2848.0,3.240045506,2.299,0.0
5.7914,52.0,7.188888889,0.972222222,434.0,2.411111111,5.00001,0.0
5.9191,36.0,6.812807882,1.019704433,531.0,2.615763547,1.519,0.0
3.2344,36.0,4.321492007,1.039076377,1565.0,2.779751332,2.349,0.0
1.2857,27.0,4.359413203,1.078239609,1163.0,2.843520782,0.47,0.0
3.625,37.0,4.060869565,1.004347826,587.0,2.552173913,1.813,0.0
2.2372,19.0,4.052459016,1.013114754,2143.0,3.513114754,1.088,0.0
4.1128,7.0,5.420091324,1.098934551,1921.0,2.923896499,2.097,0.0
3.6563,33.0,5.223021583,0.964028777,1274.0,4.582733813,1.627,0.0
2.9554,17.0,4.643020595,0.924485126,1190.0,2.723112128,1.15,0.0
4.0357,12.0,6.233333333,1.158823529,2778.0,2.723529412,2.959,0.0
6.828,36.0,6.109375,1.015625,348.0,2.71875,3.839,0.0
5.2915,52.0,8.12345679,1.092592593,378.0,2.333333333,3.33,0.0
2.2326,36.0,3.933712121,0.939393939,1206.0,2.284090909,2.21,0.0
3.5744,31.0,4.163120567,1.048069346,2659.0,2.09535067,5.0,0.0
6.7867,17.0,6.629233512,1.048128342,2089.0,3.723707665,2.737,0.0
3.1711,41.0,6.094555874,1.025787966,911.0,2.610315186,1.042,0.0
3.0114,31.0,4.117021277,0.946808511,1175.0,4.166666667,1.77,0.0
3.8355,38.0,5.11299435,1.048022599,1257.0,3.550847458,1.117,0.0
3.2151,7.0,3.353846154,1.071794872,766.0,1.964102564,1.063,0.0
6.3054,14.0,7.039215686,0.983193277,1151.0,3.224089636,3.59,0.0
3.6667,3.0,3.104575163,1.013071895,236.0,1.54248366,4.5,0.0
2.0147,41.0,3.605128205,1.097435897,1174.0,3.01025641,1.375,0.0
2.4922,24.0,4.731884058,0.963768116,889.0,3.221014493,0.661,0.0
11.0567,5.0,9.636036036,1.187387387,1862.0,3.354954955,4.954,0.0
2.6771,23.0,3.748453608,1.07628866,958.0,1.975257732,1.315,0.0
2.6066,21.0,5.790361446,1.163855422,1647.0,3.968674699,0.8,0.0
3.111,5.0,4.441251596,1.316730524,3591.0,2.293103448,2.476,0.0
2.395,25.0,4.798722045,1.146964856,891.0,1.423322684,0.803,0.0
3.4784,36.0,4.974317817,0.971107544,1322.0,2.121990369,1.055,0.0
5.791,36.0,5.004048583,0.927125506,880.0,3.562753036,2.394,0.0
3.5637,40.0,4.414388489,1.087769784,1190.0,1.712230216,4.974,0.0
3.8056,11.0,3.988919668,1.031855956,1806.0,2.501385042,1.711,0.0
3.1111,7.0,5.306784661,1.033923304,2080.0,3.067846608,0.724,0.0
7.0326,10.0,6.670967742,0.987096774,478.0,3.083870968,2.411,0.0
2.8942,45.0,4.456097561,0.995121951,1507.0,3.675609756,1.29,0.0
5.7452,14.0,7.028508772,1.019736842,1439.0,3.155701754,2.409,0.0
2.4896,38.0,5.333333333,0.996563574,873.0,3.0,0.81,0.0
4.0385,33.0,5.027863777,1.043343653,1412.0,4.371517028,1.676,0.0
3.4233,29.0,4.263888889,1.077020202,1674.0,2.113636364,2.293,0.0
2.2679,12.0,4.730769231,1.065384615,1334.0,5.130769231,0.614,0.0
7.5078,24.0,7.022857143,0.992,2710.0,3.097142857,3.44,0.0
1.8967,52.0,5.0,1.049180328,406.0,3.327868852,0.438,0.0
3.4705,32.0,4.869986169,1.034578147,1706.0,2.359612725,2.286,0.0
2.4701,28.0,3.622262774,1.062043796,1092.0,1.99270073,2.909,0.0
3.4107,42.0,3.929606625,1.010351967,940.0,1.946169772,2.333,0.0
3.6031,52.0,3.702592087,1.062755798,1438.0,1.961800819,2.75,0.0
3.3565,26.0,4.169491525,1.059725585,2738.0,2.209846651,3.608,0.0
7.52,16.0,7.070769231,1.084615385,1480.0,2.276923077,3.702,0.0
2.2692,37.0,4.449013158,1.111842105,1551.0,2.550986842,2.25,0.0
2.4667,33.0,4.43254818,1.004282655,1851.0,3.96359743,0.807,0.0
3.0687,34.0,4.080291971,1.01459854,532.0,3.883211679,0.885,0.0
6.4415,15.0,7.077981651,1.048165138,1262.0,2.894495413,3.007,0.0
1.7197,34.0,4.377777778,1.057142857,1156.0,3.66984127,0.489,0.0
3.0938,46.0,5.371428571,0.995918367,452.0,1.844897959,1.378,0.0
3.2689,31.0,4.40929878,1.051067073,2973.0,2.266006098,2.31,0.0
2.9559,22.0,5.909937888,1.086956522,760.0,2.360248447,2.884,0.0
5.0871,7.0,6.401388889,1.029166667,1660.0,2.305555556,2.905,0.0
4.0039,35.0,4.929042904,0.991749175,1561.0,2.575907591,2.265,0.0
2.5729,14.0,5.27049696,1.010484378,35682.0,7.482071713,1.344,0.0
4.7952,22.0,6.365973072,1.05875153,3280.0,4.014687882,1.414,0.0
3.4239,12.0,4.518648019,1.065268065,2274.0,2.65034965,1.948,0.0
1.8446,25.0,4.8359375,1.037109375,1589.0,1.551757813,0.857,0.0
5.4042,34.0,5.945205479,1.017123288,823.0,2.818493151,2.416,0.0
3.7604,15.0,5.804143126,1.009416196,1268.0,2.387947269,2.801,0.0
2.1389,16.0,4.316652286,1.018119068,4145.0,3.57635893,1.334,0.0
3.625,31.0,4.008431703,1.011804384,2042.0,3.443507589,1.704,0.0
3.8158,43.0,4.918848168,1.039267016,873.0,2.285340314,5.00001,0.0
3.7292,23.0,4.907786885,0.975409836,2284.0,4.680327869,1.463,0.0
2.7955,31.0,5.070063694,1.140127389,1561.0,2.48566879,1.831,0.0
2.875,29.0,4.182065217,1.067934783,1460.0,1.983695652,2.325,0.0
2.775,31.0,5.160493827,1.012345679,327.0,4.037037037,1.208,0.0
2.7468,14.0,6.500729927,1.16350365,1817.0,2.652554745,0.811,0.0
2.8458,52.0,4.003558719,1.007117438,1051.0,1.870106762,3.5,0.0
4.0833,35.0,4.789855072,0.929951691,1577.0,3.809178744,2.667,0.0
2.5033,9.0,5.012987013,1.050649351,2157.0,2.801298701,0.701,0.0
2.0674,14.0,5.225366876,1.29769392,2517.0,2.63836478,0.65,0.0
2.1875,37.0,4.932773109,1.145658263,1309.0,3.666666667,1.759,0.0
3.5819,36.0,4.826498423,1.075709779,703.0,2.217665615,2.319,0.0
4.3594,14.0,5.04109589,0.996575342,876.0,3.0,3.66,0.0
2.3545,33.0,3.627760252,1.208201893,604.0,1.905362776,1.875,0.0
2.5625,15.0,5.341463415,1.045296167,674.0,2.348432056,1.461,0.0
2.6914,52.0,4.846575342,1.019178082,849.0,2.326027397,2.188,0.0
3.4539,35.0,6.739130435,1.268774704,708.0,2.798418972,3.0,0.0
7.7261,32.0,7.068311195,1.079696395,1304.0,2.474383302,5.00001,0.0
4.2344,34.0,5.137323944,0.977112676,1435.0,2.526408451,3.063,0.0
2.5909,17.0,4.871478873,1.028169014,1275.0,2.24471831,1.254,0.0
3.4074,16.0,5.960251046,1.058577406,1508.0,3.154811715,0.727,0.0
2.1976,52.0,4.590322581,1.137096774,1519.0,2.45,0.979,0.0
4.2344,52.0,4.165644172,0.809815951,483.0,2.963190184,1.625,0.0
6.1724,35.0,7.0063593,1.038950715,3450.0,2.742448331,4.143,0.0
1.4625,43.0,5.144,1.16,2400.0,3.84,0.544,0.0
5.1721,17.0,7.501118568,1.035794183,1417.0,3.170022371,2.371,0.0
3.2622,33.0,4.824055666,1.098409543,2855.0,2.837972167,2.086,0.0
4.6932,40.0,4.492424242,1.037878788,371.0,2.810606061,3.328,0.0
3.0096,32.0,4.63507109,1.075829384,543.0,2.573459716,1.99,0.0
4.0739,21.0,5.988160291,1.006375228,3358.0,3.058287796,1.154,0.0
3.05,17.0,5.383763838,1.095940959,753.0,2.778597786,1.448,0.0
4.375,22.0,6.37804878,1.18902439,527.0,3.213414634,2.135,0.0
2.995,18.0,4.750988142,0.984189723,1531.0,3.0256917,1.243,0.0
2.2882,17.0,4.326388889,1.041666667,424.0,1.472222222,0.858,0.0
3.2705,52.0,4.772479564,1.024523161,1504.0,2.049046322,2.418,0.0
3.4896,9.0,5.962059621,1.143631436,938.0,2.54200542,1.438,0.0
3.1406,33.0,5.448584203,1.01490313,1698.0,2.530551416,0.939,0.0
2.5417,27.0,3.865953947,1.117598684,2571.0,2.114309211,1.841,0.0
6.2917,39.0,5.31280389,1.024311183,1321.0,2.141004862,4.657,0.0
2.065,26.0,10.58333333,2.055555556,498.0,2.305555556,0.961,0.0
8.0144,16.0,8.191860465,1.418604651,970.0,5.639534884,5.00001,0.0
4.2672,47.0,4.650793651,0.971428571,1119.0,3.552380952,2.194,0.0
4.0819,14.0,39.75590551,6.082677165,701.0,2.75984252,1.413,0.0
3.8681,29.0,5.818181818,1.029411765,1117.0,2.986631016,1.886,0.0
2.2794,23.0,5.763414634,1.095121951,1168.0,2.848780488,0.757,0.0
2.2545,18.0,3.341368585,1.104199067,4332.0,3.368584759,1.925,0.0
4.1856,19.0,6.095465394,1.057279236,1301.0,3.105011933,0.721,0.0
3.9167,20.0,4.331683168,1.110561056,1184.0,1.95379538,2.852,0.0
2.7986,29.0,4.409090909,1.141414141,649.0,3.277777778,1.144,0.0
7.5337,29.0,6.23381295,0.917266187,679.0,2.442446043,4.068,0.0
2.3304,26.0,1.824719101,1.139325843,628.0,1.411235955,5.00001,0.0
3.7396,30.0,4.628301887,1.081132075,1845.0,3.481132075,2.107,0.0
1.8932,44.0,4.782608696,0.99488491,1345.0,3.439897698,1.361,0.0
6.02,19.0,5.368794326,1.04964539,361.0,2.560283688,3.042,0.0
3.7388,17.0,5.002643172,0.983259912,3182.0,2.803524229,1.22,0.0
4.4531,5.0,5.695652174,0.984189723,3161.0,3.123517787,1.775,0.0
4.1947,26.0,4.974960876,1.100156495,2142.0,3.352112676,2.227,0.0
2.1542,36.0,3.859701493,0.931343284,1128.0,3.367164179,2.539,0.0
7.3718,26.0,5.486111111,1.027777778,193.0,2.680555556,2.125,0.0
4.8977,41.0,5.957792208,1.00974026,683.0,2.217532468,3.582,0.0
4.6875,34.0,5.857142857,1.026785714,342.0,3.053571429,2.006,0.0
2.6182,34.0,3.234,0.986,1530.0,3.06,1.726,0.0
4.1439,36.0,6.132478632,1.064102564,606.0,2.58974359,2.126,0.0
3.4837,35.0,4.672316384,0.912429379,1065.0,3.008474576,1.865,0.0
2.4567,43.0,5.006578947,1.072368421,1456.0,2.394736842,1.4,0.0
4.2159,18.0,5.705555556,1.144444444,436.0,2.422222222,2.113,0.0
2.2222,46.0,4.909385113,0.96763754,879.0,2.844660194,1.951,0.0
5.9224,24.0,6.34939759,1.006884682,1898.0,3.266781411,2.394,0.0
6.6134,4.0,6.560728745,0.939271255,1552.0,3.141700405,3.07,0.0
3.0915,31.0,4.81264637,1.107728337,1326.0,3.105386417,1.399,0.0
7.8177,36.0,6.750469043,0.938086304,1296.0,2.4315197,5.00001,0.0
3.0221,28.0,4.594301221,1.105834464,2240.0,3.039348711,2.901,0.0
4.3173,46.0,5.491803279,1.06088993,1031.0,2.414519906,2.783,0.0
6.4319,34.0,6.514044944,0.938202247,941.0,2.643258427,4.523,0.0
3.4474,28.0,4.448739496,1.105882353,1459.0,2.45210084,2.534,0.0
5.1045,14.0,7.395498392,1.077170418,1001.0,3.218649518,1.613,0.0
3.0139,39.0,5.175732218,1.071129707,638.0,2.669456067,0.653,0.0
7.9029,37.0,6.247572816,0.95631068,510.0,2.475728155,5.00001,0.0
3.5256,39.0,3.073529412,0.933823529,704.0,2.588235294,1.926,0.0
4.1775,4.0,5.495446266,1.06557377,3527.0,3.212204007,1.437,0.0
1.7572,18.0,4.732142857,1.081632653,1839.0,4.691326531,0.533,0.0
4.1607,24.0,5.226804124,0.953608247,606.0,3.12371134,1.128,0.0
2.6951,44.0,3.908961593,1.017069701,2962.0,4.213371266,1.693,0.0
4.2917,8.0,7.164285714,1.192857143,388.0,2.771428571,2.219,0.0
3.2702,24.0,4.955882353,0.970588235,2048.0,4.302521008,0.673,0.0
1.2175,52.0,2.890909091,1.12,1118.0,4.065454545,1.313,0.0
4.235,16.0,5.115492958,1.028169014,1367.0,3.850704225,1.563,0.0
3.2759,18.0,5.340673575,1.132124352,1895.0,2.454663212,1.95,0.0
7.2692,40.0,6.816425121,1.070048309,907.0,2.190821256,4.987,0.0
4.65,25.0,5.109411765,0.996470588,3872.0,4.555294118,1.978,0.0
2.6763,16.0,3.953010279,1.099853157,1674.0,2.45814978,1.911,0.0
3.3553,7.0,5.229213483,1.101123596,1304.0,2.930337079,1.322,0.0
3.9469,42.0,4.675078864,0.977917981,1052.0,3.318611987,1.582,0.0
5.4103,32.0,6.114285714,1.087912088,1092.0,2.4,3.359,0.0
3.2188,36.0,5.477040816,1.06122449,1011.0,2.579081633,1.969,0.0
2.875,42.0,4.284263959,1.060913706,2038.0,3.448392555,1.775,0.0
2.7361,14.0,4.20661157,0.983471074,1224.0,3.371900826,0.936,0.0
2.1023,12.0,4.119906868,1.011641444,1987.0,2.313154831,1.037,0.0
1.9152,28.0,3.782837128,1.064798599,1339.0,2.345008757,1.281,0.0
3.1087,24.0,4.735015773,1.015772871,1495.0,2.358044164,2.028,0.0
4.3214,18.0,5.645645646,1.261261261,681.0,2.045045045,3.723,0.0
2.5,22.0,3.758735441,1.054908486,1213.0,2.018302829,1.778,0.0
3.0871,42.0,4.381987578,0.97515528,1432.0,4.447204969,1.388,0.0
5.163,24.0,5.5,1.011627907,2465.0,2.605708245,2.61,0.0
2.0694,31.0,6.090909091,0.963636364,154.0,2.8,1.75,0.0
7.5,8.0,6.564885496,0.946564885,1111.0,2.82697201,2.562,0.0
8.5491,20.0,6.76369863,1.047945205,703.0,2.407534247,4.103,0.0
2.5195,20.0,5.049707602,1.128654971,730.0,2.134502924,0.926,0.0
3.038,33.0,5.504249292,1.246458924,1526.0,4.322946176,1.375,0.0
3.1176,10.0,5.214452214,1.058275058,1255.0,2.925407925,1.265,0.0
3.3182,19.0,6.283236994,0.988439306,649.0,3.751445087,1.138,0.0
4.8971,24.0,4.200704225,1.024647887,1152.0,2.028169014,4.007,0.0
2.59,45.0,5.471111111,1.131111111,1587.0,3.526666667,2.118,0.0
4.1856,52.0,5.004901961,0.926470588,1153.0,2.825980392,4.047,0.0
4.875,35.0,5.927536232,1.140096618,548.0,2.647342995,3.367,0.0
1.6983,34.0,4.872586873,1.030888031,520.0,2.007722008,0.726,0.0
3.9125,52.0,5.088838269,1.075170843,986.0,2.246013667,2.655,0.0
2.9526,24.0,4.725085911,1.16838488,1699.0,1.946162658,2.71,0.0
3.5968,12.0,5.841346154,1.028044872,3960.0,3.173076923,1.063,0.0
5.2557,25.0,5.343373494,0.962349398,2653.0,3.995481928,1.888,0.0
2.8072,23.0,4.112040134,1.152173913,2720.0,4.548494983,1.647,0.0
6.9682,15.0,6.285714286,0.918367347,408.0,2.081632653,1.824,0.0
3.9464,33.0,5.507518797,0.984962406,731.0,2.748120301,2.303,0.0
7.4787,33.0,6.791013584,1.042842215,2694.0,2.815047022,4.313,0.0
4.4375,49.0,5.439506173,1.004938272,1052.0,2.597530864,3.292,0.0
3.825,27.0,4.524509804,0.911764706,1014.0,4.970588235,1.595,0.0
3.6401,21.0,4.361349342,1.238421955,3637.0,2.079473985,2.675,0.0
3.3333,11.0,6.410396717,1.164158687,2466.0,3.373461012,0.918,0.0
2.0547,52.0,5.135021097,1.371308017,508.0,2.143459916,3.267,0.0
2.8095,30.0,4.061633282,1.004622496,3412.0,5.257318952,1.183,0.0
6.1359,52.0,8.275862069,1.517241379,6675.0,230.1724138,2.25,0.0
4.0294,18.0,5.865269461,1.040918164,3114.0,3.107784431,1.332,0.0
4.8047,15.0,4.933515483,1.091985428,2593.0,2.361566485,4.38,0.0
3.6953,14.0,4.877419355,0.909677419,424.0,2.735483871,1.161,0.0
2.817,19.0,6.108695652,1.160326087,1207.0,3.279891304,1.1,0.0
4.498,34.0,4.756267409,1.084958217,1275.0,1.775766017,4.829,0.0
5.8777,27.0,5.618510158,1.085778781,1082.0,2.442437923,3.588,0.0
2.3417,40.0,3.238500852,1.156729131,865.0,1.473594549,4.25,0.0
2.1507,21.0,4.800582242,1.042212518,1862.0,2.710334789,2.215,0.0
4.817,16.0,6.332129964,1.025270758,773.0,2.790613718,1.47,0.0
1.5156,52.0,2.75,1.081081081,227.0,1.533783784,1.875,0.0
4.375,33.0,5.439897698,1.058823529,1056.0,2.700767263,2.861,0.0
3.5982,52.0,5.447457627,1.122033898,900.0,3.050847458,0.966,0.0
5.0782,28.0,5.747983871,1.0,1287.0,2.594758065,2.641,0.0
4.1042,36.0,5.82208589,1.006134969,502.0,3.079754601,1.244,0.0
5.7239,26.0,6.401433692,1.096774194,771.0,2.76344086,4.306,0.0
5.0417,15.0,5.265372168,0.96763754,1772.0,2.867313916,2.408,0.0
4.8056,36.0,4.755834829,0.973070018,1111.0,1.994614004,3.457,0.0
4.5417,50.0,5.038461538,0.98951049,1159.0,4.052447552,2.337,0.0
4.7468,37.0,6.572748268,1.277136259,939.0,2.168591224,2.944,0.0
11.075,38.0,7.204678363,1.040935673,410.0,2.397660819,5.00001,0.0
1.5872,52.0,3.532485876,1.06920904,1081.0,1.526836158,1.575,0.0
3.7232,31.0,4.360114778,1.06025825,1199.0,1.720229555,5.00001,0.0
0.7054,43.0,2.229166667,0.916666667,107.0,2.229166667,1.375,0.0
6.4211,19.0,7.578723404,0.934042553,1584.0,3.370212766,2.881,0.0
3.6083,16.0,5.720486111,0.980902778,2279.0,3.956597222,1.464,0.0
2.4348,31.0,2.678057554,1.194244604,1793.0,3.224820144,2.306,0.0
5.9164,23.0,6.605194805,1.007792208,1297.0,3.368831169,2.374,0.0
3.0625,33.0,4.338028169,1.103873239,2932.0,5.161971831,1.658,0.0
3.0739,36.0,4.178997613,1.045346062,1175.0,2.804295943,2.186,0.0
4.2361,35.0,5.340974212,1.022922636,1189.0,3.406876791,1.775,0.0
1.8288,20.0,4.277777778,1.152777778,667.0,2.315972222,0.325,0.0
2.4069,52.0,3.538116592,1.091928251,879.0,1.970852018,2.15,0.0
2.0,15.0,6.479423868,1.467078189,1281.0,2.635802469,0.647,0.0
5.7295,25.0,6.032040472,0.979763912,1753.0,2.956155143,1.783,0.0
2.066,28.0,5.196750903,1.189530686,1661.0,2.998194946,0.881,0.0
4.061,52.0,5.843137255,1.052941176,1128.0,2.211764706,1.136,0.0
3.1968,39.0,5.068965517,0.938697318,705.0,2.701149425,1.51,0.0
3.7459,33.0,5.198821797,1.030927835,2959.0,4.357879234,1.529,0.0
3.375,10.0,5.975138122,1.082872928,1174.0,3.243093923,0.98,0.0
5.0778,16.0,6.274356103,1.050391937,3045.0,3.409854423,2.937,0.0
4.5526,28.0,5.78425656,0.912536443,1099.0,3.204081633,2.502,0.0
12.0088,16.0,6.006711409,1.214765101,237.0,1.590604027,5.00001,0.0
4.1719,17.0,6.348242812,1.07028754,1152.0,3.680511182,1.264,0.0
1.4583,33.0,3.586734694,0.903061224,2248.0,3.823129252,0.53,0.0
3.4265,36.0,4.843971631,1.127659574,505.0,3.581560284,1.589,0.0
2.5313,46.0,4.816115702,1.049586777,1210.0,2.5,0.777,0.0
1.7188,17.0,3.485981308,0.995327103,1595.0,3.726635514,0.699,0.0
2.7243,31.0,4.114942529,1.0,681.0,1.956896552,2.181,0.0
6.0804,6.0,7.034690799,0.971342383,2105.0,3.174962293,1.987,0.0
2.3929,16.0,5.32712766,1.059840426,2028.0,2.696808511,0.772,0.0
2.1845,34.0,4.987951807,0.987951807,1110.0,3.343373494,0.599,0.0
3.4028,32.0,3.075892857,1.098214286,1202.0,2.683035714,1.837,0.0
3.4836,27.0,3.554941258,1.02349689,2518.0,1.740152039,2.879,0.0
4.0221,20.0,6.441025641,1.071794872,566.0,2.902564103,0.863,0.0
1.65,47.0,4.901878914,1.058455115,1455.0,3.037578288,0.66,0.0
3.6875,14.0,6.639175258,1.134020619,997.0,3.426116838,0.932,0.0
2.1136,34.0,4.802197802,1.030769231,1910.0,4.197802198,0.573,0.0
2.0579,42.0,4.101604278,1.106951872,2114.0,3.768270945,1.327,0.0
13.8556,52.0,8.948148148,1.077777778,810.0,3.0,5.00001,0.0
8.1782,25.0,6.954545455,1.026515152,4168.0,2.631313131,5.00001,0.0
2.525,46.0,3.947040498,1.009345794,792.0,2.46728972,1.659,0.0
3.2891,28.0,5.781818182,1.177272727,519.0,2.359090909,1.063,0.0
5.9254,23.0,6.388729704,1.073543457,3081.0,2.94269341,4.912,0.0
1.0349,19.0,4.563106796,1.225242718,1291.0,2.506796117,1.308,0.0
1.4375,36.0,4.417322835,1.417322835,340.0,2.677165354,1.65,0.0
5.1149,22.0,5.696891192,0.935233161,1270.0,3.29015544,2.357,0.0
5.482,49.0,6.131696429,1.053571429,1281.0,2.859375,3.663,0.0
4.5,41.0,4.114558473,1.069212411,1621.0,1.934367542,3.398,0.0
5.7089,26.0,6.694290976,1.044198895,1779.0,3.276243094,2.374,0.0
3.5909,52.0,5.488997555,1.039119804,1091.0,2.667481663,3.312,0.0
1.8875,34.0,4.247126437,1.060344828,1735.0,4.985632184,1.367,0.0
2.875,34.0,5.21835443,1.022151899,919.0,2.908227848,0.745,0.0
2.0259,42.0,4.811989101,1.100817439,1117.0,3.04359673,1.688,0.0
3.1094,15.0,4.409207161,0.956521739,947.0,2.421994885,0.919,0.0
1.9107,36.0,4.912863071,1.31120332,672.0,2.788381743,0.398,0.0
4.0313,32.0,6.104166667,1.130208333,1066.0,2.776041667,2.85,0.0
6.827,36.0,7.021428571,1.035714286,1897.0,2.71,3.594,0.0
5.9919,16.0,6.164634146,1.027003484,3502.0,3.050522648,3.451,0.0
3.4306,29.0,5.73880597,1.124378109,1218.0,3.029850746,1.942,0.0
4.7176,35.0,6.703324808,1.0,1074.0,2.746803069,1.664,0.0
1.1707,20.0,3.092568449,1.088657106,2283.0,2.976531943,0.625,0.0
4.4435,35.0,6.191836735,1.048979592,658.0,2.685714286,0.976,0.0
